Modularity,M Size,Keywords,LCM,LCM Size,Sim
124,4,"['2295', '2292', 'aze', '2293', 'postmark', 'aze', 'postmark', '2293', 'postmark', 'aze']",44,4,"['2295', '2292', 'aze', '2293', 'postmark', 'aze', 'postmark', '2293', 'postmark', 'aze']",1.0
139,4,"['emoji', 'emoji', 'emoji', 'emoji', 'bibleemoji', 'bibl', '😎', 'googl', 'unicod', 'sister']",87,805,"['gingham', 'necklac', 'dada', 'dragon', 'stubbl', 'homer', 'trevelyan', 'kenzo', 'frodo', 'wed']",0.0352453688425
148,4,"['ophelia', 'agamemnon', 'watt', 'ophelia', 'iphigenia', 'zimmer', 'charact', 'naomi', 'iphigenia', 'clytemnestra']",87,805,"['gingham', 'necklac', 'dada', 'dragon', 'stubbl', 'homer', 'trevelyan', 'kenzo', 'frodo', 'wed']",0.0528680532638
156,4,"['9pm', '9pm', 'biker', 'ethan', 'klan’', 'roanna', 'sampedro', '9pm', 'ilana', 'seri']",27,28,"['9pm', 'deepcut', 'cruickshank', '9pm', '9pm', 'stauffenberg', '9pm', '9pm', 'biker', 'howlett']",0.377964473009
157,4,"['kwouk', 'kwouk', 'asian', 'kwouk', 'takei', 'marvel', 'tibetan', 'tilda', 'cato', 'panther']",97,171,"['pelé', 'warcraft', 'toy', 'halloween', 'hathaway', 'lego', 'comic', 'wareheim', 'mcavoy', 'wright']",0.0764719112902
158,4,"['maclennan', 'telegraph', 'tmg', 'telegraph', 'telegraph', 'staff', 'news', 'brook', 'tmg’', 'sherwel']",79,383,"['invoic', 'bauer', 'soundcloud', 'barclay', 'mortgag', 'tobacco', 'solar', 'poverti', 'mortgag', 'gannett']",0.0510976130308
159,4,"['pennebak', 'dylan', 'dylan', 'dylan', 'landi', 'dylan', 'taschen', 'kramercourtesi', 'film', 'woodstock']",67,188,"['hatoum', 'barrow', 'thorp', 'mcdowel', 'hodgkin', 'fisk', 'grotto', 'kwouk', 'binchi', 'whicker']",0.0364662478745
179,4,"['funniest', 'funniest', 'funniest', 'funniest', 'i’v', 'i’v', 'i’v', 'laugh', 'i’v', 'laugh']",73,711,"['vegan', 'potti', 'tattoo', 'alix', 'rat', 'valentino', 'chat', 'antonia', 'therapist', 'throne']",0.0750058600617
180,4,"['min', 'min', 'min', 'min', 'linklat', 'dog', 'aveng', 'anderson', 'bongsmok', 'handlebarmoustach']",97,171,"['pelé', 'warcraft', 'toy', 'halloween', 'hathaway', 'lego', 'comic', 'wareheim', 'mcavoy', 'wright']",0.0764719112902
198,4,"['gome', 'arabian', 'gome', 'portrait', 'volum', 'portugal’', 'arabian', 'portugal’', 'gomes’', 'allegor']",87,805,"['gingham', 'necklac', 'dada', 'dragon', 'stubbl', 'homer', 'trevelyan', 'kenzo', 'frodo', 'wed']",0.0528680532638
224,4,"['uae', 'alaradi', 'uae', 'rainfal', 'mountain', 'uae', 'salim', 'ncar', 'alaradi', 'eldarat']",13,458,"['ridsdal', 'curfew', 'bundi', 'uae', 'ghomeshi', 'wolverin', 'ratner', 'freita', 'bahá’í', 'lupidi']",0.0700903970274
225,4,"['namur', 'jellico', 'jutland', 'fleet', 'cornwel', 'ship', 'hm', 'dockyard', 'timber', 'jutland']",67,188,"['hatoum', 'barrow', 'thorp', 'mcdowel', 'hodgkin', 'fisk', 'grotto', 'kwouk', 'binchi', 'whicker']",0.109398743623
5,3,"['hatoum', 'hatoum', 'hatoum’', 'hatoum’', 'hatoum', 'mona', 'tate', 'mona', 'grater', 'mona']",67,188,"['hatoum', 'barrow', 'thorp', 'mcdowel', 'hodgkin', 'fisk', 'grotto', 'kwouk', 'binchi', 'whicker']",0.0421075960533
